station_code,timestamp,entries,exits
Times_Sq_42St,2021-01-09 00:00:00,226,211
Times_Sq_42St,2021-01-09 01:00:00,158,130
Times_Sq_42St,2021-01-09 02:00:00,164,122
Times_Sq_42St,2021-01-09 03:00:00,210,195
Times_Sq_42St,2021-01-09 04:00:00,213,201
Times_Sq_42St,2021-01-09 05:00:00,396,402
Times_Sq_42St,2021-01-09 06:00:00,743,776
Times_Sq_42St,2021-01-09 07:00:00,1336,1396
Times_Sq_42St,2021-01-09 08:00:00,1842,1547
Times_Sq_42St,2021-01-09 09:00:00,1291,1151
Times_Sq_42St,2021-01-09 10:00:00,1079,1034
Times_Sq_42St,2021-01-09 11:00:00,446,500
Times_Sq_42St,2021-01-09 12:00:00,482,500
Times_Sq_42St,2021-01-09 13:00:00,407,410
Times_Sq_42St,2021-01-09 14:00:00,420,373
Times_Sq_42St,2021-01-09 15:00:00,605,513
Times_Sq_42St,2021-01-09 16:00:00,1056,1038
Times_Sq_42St,2021-01-09 17:00:00,1606,1336
Times_Sq_42St,2021-01-09 18:00:00,1377,1240
Times_Sq_42St,2021-01-09 19:00:00,1430,1302
Times_Sq_42St,2021-01-09 20:00:00,820,858
Times_Sq_42St,2021-01-09 21:00:00,440,392
Times_Sq_42St,2021-01-09 22:00:00,317,229
Times_Sq_42St,2021-01-09 23:00:00,212,203
Times_Sq_42St,2021-01-10 00:00:00,223,192
Times_Sq_42St,2021-01-10 01:00:00,184,169
Times_Sq_42St,2021-01-10 02:00:00,170,155
Times_Sq_42St,2021-01-10 03:00:00,187,167
Times_Sq_42St,2021-01-10 04:00:00,233,229
Times_Sq_42St,2021-01-10 05:00:00,407,324
Times_Sq_42St,2021-01-10 06:00:00,646,567
Times_Sq_42St,2021-01-10 07:00:00,1293,1260
Times_Sq_42St,2021-01-10 08:00:00,1590,1384
Times_Sq_42St,2021-01-10 09:00:00,1727,1366
Times_Sq_42St,2021-01-10 10:00:00,1251,1217
Times_Sq_42St,2021-01-10 11:00:00,551,556
Times_Sq_42St,2021-01-10 12:00:00,466,427
Times_Sq_42St,2021-01-10 13:00:00,367,280
Times_Sq_42St,2021-01-10 14:00:00,466,455
Times_Sq_42St,2021-01-10 15:00:00,721,567
Times_Sq_42St,2021-01-10 16:00:00,1297,1225
Times_Sq_42St,2021-01-10 17:00:00,1280,1086
Times_Sq_42St,2021-01-10 18:00:00,1538,1272
Times_Sq_42St,2021-01-10 19:00:00,997,881
Times_Sq_42St,2021-01-10 20:00:00,861,779
Times_Sq_42St,2021-01-10 21:00:00,393,341
Times_Sq_42St,2021-01-10 22:00:00,258,249
Times_Sq_42St,2021-01-10 23:00:00,173,152
Times_Sq_42St,2021-01-11 00:00:00,338,337
Times_Sq_42St,2021-01-11 01:00:00,258,243
Times_Sq_42St,2021-01-11 02:00:00,272,235
Times_Sq_42St,2021-01-11 03:00:00,456,387
Times_Sq_42St,2021-01-11 04:00:00,337,265
Times_Sq_42St,2021-01-11 05:00:00,612,577
Times_Sq_42St,2021-01-11 06:00:00,1744,1555
Times_Sq_42St,2021-01-11 07:00:00,3271,2388
Times_Sq_42St,2021-01-11 08:00:00,2345,2056
Times_Sq_42St,2021-01-11 09:00:00,2205,1869
Times_Sq_42St,2021-01-11 10:00:00,1890,1977
Times_Sq_42St,2021-01-11 11:00:00,1416,1109
Times_Sq_42St,2021-01-11 12:00:00,763,613
Times_Sq_42St,2021-01-11 13:00:00,813,820
Times_Sq_42St,2021-01-11 14:00:00,1025,1054
Times_Sq_42St,2021-01-11 15:00:00,1335,1148
Times_Sq_42St,2021-01-11 16:00:00,1914,1664
Times_Sq_42St,2021-01-11 17:00:00,2547,2468
Times_Sq_42St,2021-01-11 18:00:00,2489,1826
Times_Sq_42St,2021-01-11 19:00:00,2510,1935
Times_Sq_42St,2021-01-11 20:00:00,1544,1385
Times_Sq_42St,2021-01-11 21:00:00,869,907
Times_Sq_42St,2021-01-11 22:00:00,468,414
Times_Sq_42St,2021-01-11 23:00:00,384,356
Times_Sq_42St,2021-01-12 00:00:00,391,395
Times_Sq_42St,2021-01-12 01:00:00,350,380
Times_Sq_42St,2021-01-12 02:00:00,360,314
Times_Sq_42St,2021-01-12 03:00:00,354,325
Times_Sq_42St,2021-01-12 04:00:00,411,438
Times_Sq_42St,2021-01-12 05:00:00,651,519
Times_Sq_42St,2021-01-12 06:00:00,1451,1454
Times_Sq_42St,2021-01-12 07:00:00,2297,1926
Times_Sq_42St,2021-01-12 08:00:00,3632,3371
Times_Sq_42St,2021-01-12 09:00:00,2841,2558
Times_Sq_42St,2021-01-12 10:00:00,1904,1605
Times_Sq_42St,2021-01-12 11:00:00,1020,858
Times_Sq_42St,2021-01-12 12:00:00,748,704
Times_Sq_42St,2021-01-12 13:00:00,983,982
Times_Sq_42St,2021-01-12 14:00:00,960,873
Times_Sq_42St,2021-01-12 15:00:00,1345,1244
Times_Sq_42St,2021-01-12 16:00:00,1529,1476
Times_Sq_42St,2021-01-12 17:00:00,2937,2473
Times_Sq_42St,2021-01-12 18:00:00,3283,3214
Times_Sq_42St,2021-01-12 19:00:00,2195,2163
Times_Sq_42St,2021-01-12 20:00:00,1500,1692
Times_Sq_42St,2021-01-12 21:00:00,874,777
Times_Sq_42St,2021-01-12 22:00:00,512,452
Times_Sq_42St,2021-01-12 23:00:00,346,339
Times_Sq_42St,2021-01-13 00:00:00,338,333
Times_Sq_42St,2021-01-13 01:00:00,331,290
Times_Sq_42St,2021-01-13 02:00:00,351,311
Times_Sq_42St,2021-01-13 03:00:00,425,409
Times_Sq_42St,2021-01-13 04:00:00,264,225
Times_Sq_42St,2021-01-13 05:00:00,701,621
Times_Sq_42St,2021-01-13 06:00:00,1425,1321
Times_Sq_42St,2021-01-13 07:00:00,2428,2427
Times_Sq_42St,2021-01-13 08:00:00,2666,2323
Times_Sq_42St,2021-01-13 09:00:00,1758,1358
Times_Sq_42St,2021-01-13 10:00:00,1892,1450
Times_Sq_42St,2021-01-13 11:00:00,1420,1163
Times_Sq_42St,2021-01-13 12:00:00,697,568
Times_Sq_42St,2021-01-13 13:00:00,946,858
Times_Sq_42St,2021-01-13 14:00:00,884,729
Times_Sq_42St,2021-01-13 15:00:00,1251,1080
Times_Sq_42St,2021-01-13 16:00:00,1727,1481
Times_Sq_42St,2021-01-13 17:00:00,2481,2195
Times_Sq_42St,2021-01-13 18:00:00,3654,3748
Times_Sq_42St,2021-01-13 19:00:00,2815,2738
Times_Sq_42St,2021-01-13 20:00:00,1999,1841
Times_Sq_42St,2021-01-13 21:00:00,983,868
Times_Sq_42St,2021-01-13 22:00:00,540,478
Times_Sq_42St,2021-01-13 23:00:00,449,424
Times_Sq_42St,2021-01-14 00:00:00,365,352
Times_Sq_42St,2021-01-14 01:00:00,383,324
Times_Sq_42St,2021-01-14 02:00:00,330,304
Times_Sq_42St,2021-01-14 03:00:00,356,269
Times_Sq_42St,2021-01-14 04:00:00,372,348
Times_Sq_42St,2021-01-14 05:00:00,827,811
Times_Sq_42St,2021-01-14 06:00:00,1163,1043
Times_Sq_42St,2021-01-14 07:00:00,2590,2759
Times_Sq_42St,2021-01-14 08:00:00,2741,2328
Times_Sq_42St,2021-01-14 09:00:00,2717,2546
Times_Sq_42St,2021-01-14 10:00:00,2002,1836
Times_Sq_42St,2021-01-14 11:00:00,1437,1310
Times_Sq_42St,2021-01-14 12:00:00,980,892
Times_Sq_42St,2021-01-14 13:00:00,659,611
Times_Sq_42St,2021-01-14 14:00:00,920,908
Times_Sq_42St,2021-01-14 15:00:00,1056,1087
Times_Sq_42St,2021-01-14 16:00:00,1882,1731
Times_Sq_42St,2021-01-14 17:00:00,3158,3111
Times_Sq_42St,2021-01-14 18:00:00,3371,2912
Times_Sq_42St,2021-01-14 19:00:00,2351,2306
Times_Sq_42St,2021-01-14 20:00:00,1382,1187
Times_Sq_42St,2021-01-14 21:00:00,849,855
Times_Sq_42St,2021-01-14 22:00:00,422,462
Times_Sq_42St,2021-01-14 23:00:00,328,298
Times_Sq_42St,2021-01-15 00:00:00,359,267
Times_Sq_42St,2021-01-15 01:00:00,400,350
Times_Sq_42St,2021-01-15 02:00:00,374,380
Times_Sq_42St,2021-01-15 03:00:00,240,231
Times_Sq_42St,2021-01-15 04:00:00,431,405
Times_Sq_42St,2021-01-15 05:00:00,735,735
Times_Sq_42St,2021-01-15 06:00:00,1476,1415
Times_Sq_42St,2021-01-15 07:00:00,2867,2916
Times_Sq_42St,2021-01-15 08:00:00,2005,1992
Times_Sq_42St,2021-01-15 09:00:00,2144,2233
Times_Sq_42St,2021-01-15 10:00:00,1964,1863
Times_Sq_42St,2021-01-15 11:00:00,892,885
Times_Sq_42St,2021-01-15 12:00:00,1074,961
Times_Sq_42St,2021-01-15 13:00:00,890,775
Times_Sq_42St,2021-01-15 14:00:00,1040,1098
Times_Sq_42St,2021-01-15 15:00:00,1164,1091
Times_Sq_42St,2021-01-15 16:00:00,2263,2227
Times_Sq_42St,2021-01-15 17:00:00,3000,2789
Times_Sq_42St,2021-01-15 18:00:00,3200,2793
Times_Sq_42St,2021-01-15 19:00:00,2695,2481
Times_Sq_42St,2021-01-15 20:00:00,1674,1732
Times_Sq_42St,2021-01-15 21:00:00,744,717
Times_Sq_42St,2021-01-15 22:00:00,499,390
Times_Sq_42St,2021-01-15 23:00:00,354,319
Times_Sq_42St,2021-01-16 00:00:00,199,211
Times_Sq_42St,2021-01-16 01:00:00,216,195
Times_Sq_42St,2021-01-16 02:00:00,161,124
Times_Sq_42St,2021-01-16 03:00:00,191,204
Times_Sq_42St,2021-01-16 04:00:00,274,267
Times_Sq_42St,2021-01-16 05:00:00,359,328
Times_Sq_42St,2021-01-16 06:00:00,679,604
Times_Sq_42St,2021-01-16 07:00:00,1324,1332
Times_Sq_42St,2021-01-16 08:00:00,1736,1521
Times_Sq_42St,2021-01-16 09:00:00,1289,1304
Times_Sq_42St,2021-01-16 10:00:00,1184,1140
Times_Sq_42St,2021-01-16 11:00:00,707,664
Times_Sq_42St,2021-01-16 12:00:00,548,510
Times_Sq_42St,2021-01-16 13:00:00,502,454
Times_Sq_42St,2021-01-16 14:00:00,679,681
Times_Sq_42St,2021-01-16 15:00:00,676,575
Times_Sq_42St,2021-01-16 16:00:00,805,636
Times_Sq_42St,2021-01-16 17:00:00,1760,1705
Times_Sq_42St,2021-01-16 18:00:00,1597,1549
Times_Sq_42St,2021-01-16 19:00:00,1459,1398
Times_Sq_42St,2021-01-16 20:00:00,1051,1001
Times_Sq_42St,2021-01-16 21:00:00,361,322
Times_Sq_42St,2021-01-16 22:00:00,231,227
Times_Sq_42St,2021-01-16 23:00:00,154,141
Times_Sq_42St,2021-01-17 00:00:00,168,148
Times_Sq_42St,2021-01-17 01:00:00,201,179
Times_Sq_42St,2021-01-17 02:00:00,204,220
Times_Sq_42St,2021-01-17 03:00:00,202,157
Times_Sq_42St,2021-01-17 04:00:00,182,174
Times_Sq_42St,2021-01-17 05:00:00,271,212
Times_Sq_42St,2021-01-17 06:00:00,775,706
Times_Sq_42St,2021-01-17 07:00:00,1204,1065
Times_Sq_42St,2021-01-17 08:00:00,1655,1246
Times_Sq_42St,2021-01-17 09:00:00,1416,1346
Times_Sq_42St,2021-01-17 10:00:00,1019,906
Times_Sq_42St,2021-01-17 11:00:00,699,525
Times_Sq_42St,2021-01-17 12:00:00,506,499
Times_Sq_42St,2021-01-17 13:00:00,501,518
Times_Sq_42St,2021-01-17 14:00:00,462,480
Times_Sq_42St,2021-01-17 15:00:00,680,645
Times_Sq_42St,2021-01-17 16:00:00,1151,1063
Times_Sq_42St,2021-01-17 17:00:00,1604,1646
Times_Sq_42St,2021-01-17 18:00:00,1615,1703
Times_Sq_42St,2021-01-17 19:00:00,1544,1560
Times_Sq_42St,2021-01-17 20:00:00,856,723
Times_Sq_42St,2021-01-17 21:00:00,459,429
Times_Sq_42St,2021-01-17 22:00:00,314,299
Times_Sq_42St,2021-01-17 23:00:00,144,111
Times_Sq_42St,2021-01-18 00:00:00,282,270
Times_Sq_42St,2021-01-18 01:00:00,274,301
Times_Sq_42St,2021-01-18 02:00:00,233,226
Times_Sq_42St,2021-01-18 03:00:00,321,333
Times_Sq_42St,2021-01-18 04:00:00,458,428
Times_Sq_42St,2021-01-18 05:00:00,701,640
Times_Sq_42St,2021-01-18 06:00:00,1439,1367
Times_Sq_42St,2021-01-18 07:00:00,2705,2312
Times_Sq_42St,2021-01-18 08:00:00,3357,2829
Times_Sq_42St,2021-01-18 09:00:00,2324,2373
Times_Sq_42St,2021-01-18 10:00:00,2166,2230
Times_Sq_42St,2021-01-18 11:00:00,1166,980
Times_Sq_42St,2021-01-18 12:00:00,788,785
Times_Sq_42St,2021-01-18 13:00:00,779,711
Times_Sq_42St,2021-01-18 14:00:00,740,700
Times_Sq_42St,2021-01-18 15:00:00,1112,1063
Times_Sq_42St,2021-01-18 16:00:00,1937,1936
Times_Sq_42St,2021-01-18 17:00:00,2915,2701
Times_Sq_42St,2021-01-18 18:00:00,3861,3987
Times_Sq_42St,2021-01-18 19:00:00,2113,1996
Times_Sq_42St,2021-01-18 20:00:00,1708,1656
Times_Sq_42St,2021-01-18 21:00:00,725,618
Times_Sq_42St,2021-01-18 22:00:00,546,596
Times_Sq_42St,2021-01-18 23:00:00,357,341
Times_Sq_42St,2021-01-19 00:00:00,257,251
Times_Sq_42St,2021-01-19 01:00:00,391,309
Times_Sq_42St,2021-01-19 02:00:00,317,270
Times_Sq_42St,2021-01-19 03:00:00,329,335
Times_Sq_42St,2021-01-19 04:00:00,353,332
Times_Sq_42St,2021-01-19 05:00:00,664,509
Times_Sq_42St,2021-01-19 06:00:00,1486,1490
Times_Sq_42St,2021-01-19 07:00:00,2287,2004
Times_Sq_42St,2021-01-19 08:00:00,2965,3062
Times_Sq_42St,2021-01-19 09:00:00,2469,2254
Times_Sq_42St,2021-01-19 10:00:00,2160,2022
Times_Sq_42St,2021-01-19 11:00:00,1097,1112
Times_Sq_42St,2021-01-19 12:00:00,709,601
Times_Sq_42St,2021-01-19 13:00:00,978,822
Times_Sq_42St,2021-01-19 14:00:00,891,805
Times_Sq_42St,2021-01-19 15:00:00,1470,1449
Times_Sq_42St,2021-01-19 16:00:00,2152,1750
Times_Sq_42St,2021-01-19 17:00:00,2575,2025
Times_Sq_42St,2021-01-19 18:00:00,3267,3220
Times_Sq_42St,2021-01-19 19:00:00,3340,2911
Times_Sq_42St,2021-01-19 20:00:00,2092,1858
Times_Sq_42St,2021-01-19 21:00:00,859,662
Times_Sq_42St,2021-01-19 22:00:00,524,453
Times_Sq_42St,2021-01-19 23:00:00,419,385
Times_Sq_42St,2021-01-20 00:00:00,305,303
Times_Sq_42St,2021-01-20 01:00:00,362,310
Times_Sq_42St,2021-01-20 02:00:00,346,364
Times_Sq_42St,2021-01-20 03:00:00,371,321
Times_Sq_42St,2021-01-20 04:00:00,367,317
Times_Sq_42St,2021-01-20 05:00:00,569,593
Times_Sq_42St,2021-01-20 06:00:00,996,933
Times_Sq_42St,2021-01-20 07:00:00,1985,1738
Times_Sq_42St,2021-01-20 08:00:00,2656,2410
Times_Sq_42St,2021-01-20 09:00:00,2256,2319
Times_Sq_42St,2021-01-20 10:00:00,2320,2406
Times_Sq_42St,2021-01-20 11:00:00,1332,1138
Times_Sq_42St,2021-01-20 12:00:00,775,710
Times_Sq_42St,2021-01-20 13:00:00,893,828
Times_Sq_42St,2021-01-20 14:00:00,882,741
Times_Sq_42St,2021-01-20 15:00:00,1222,1118
Times_Sq_42St,2021-01-20 16:00:00,2098,1931
Times_Sq_42St,2021-01-20 17:00:00,2854,2886
Times_Sq_42St,2021-01-20 18:00:00,2971,3020
Times_Sq_42St,2021-01-20 19:00:00,3018,2697
Times_Sq_42St,2021-01-20 20:00:00,1363,1230
Times_Sq_42St,2021-01-20 21:00:00,852,829
Times_Sq_42St,2021-01-20 22:00:00,700,611
Times_Sq_42St,2021-01-20 23:00:00,376,363
Times_Sq_42St,2021-01-21 00:00:00,416,379
Times_Sq_42St,2021-01-21 01:00:00,351,295
Times_Sq_42St,2021-01-21 02:00:00,376,317
Times_Sq_42St,2021-01-21 03:00:00,353,365
Times_Sq_42St,2021-01-21 04:00:00,406,368
Times_Sq_42St,2021-01-21 05:00:00,653,686
Times_Sq_42St,2021-01-21 06:00:00,1490,1309
Times_Sq_42St,2021-01-21 07:00:00,2075,1957
Times_Sq_42St,2021-01-21 08:00:00,3106,3452
Times_Sq_42St,2021-01-21 09:00:00,2714,2267
Times_Sq_42St,2021-01-21 10:00:00,1921,1475
Times_Sq_42St,2021-01-21 11:00:00,1109,1134
Times_Sq_42St,2021-01-21 12:00:00,954,814
Times_Sq_42St,2021-01-21 13:00:00,816,749
Times_Sq_42St,2021-01-21 14:00:00,1059,924
Times_Sq_42St,2021-01-21 15:00:00,948,892
Times_Sq_42St,2021-01-21 16:00:00,1951,1646
Times_Sq_42St,2021-01-21 17:00:00,1897,1717
Times_Sq_42St,2021-01-21 18:00:00,2469,2360
Times_Sq_42St,2021-01-21 19:00:00,3132,2628
