trip_id,timestamp,route_id,city,route_type,origin_station,dest_station,boarding_count,alighting_count,passenger_count,occupancy_rate,delay_minutes,actual_travel_min,scheduled_travel_min,service_status,cancellation_flag,fare_type,weather_condition,temperature_c,route_length_km,headway_min,vehicle_capacity,operates_night,is_electric,is_peak_hour,is_weekend,is_holiday,is_school_hours,is_night_service,anomaly_flag,anomaly_type,hour,day_of_week,month,year,day_of_year,quarter,week_of_year,season,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,board_6h_mean,board_6h_std,board_6h_max,occ_6h_mean,delay_6h_mean,board_24h_mean,board_24h_std,board_24h_max,occ_24h_mean,delay_24h_mean,board_7d_mean,board_7d_std,board_7d_max,occ_7d_mean,delay_7d_mean,board_lag_1,occ_lag_1,board_lag_24,occ_lag_24,board_lag_168,occ_lag_168,flow_imbalance,board_roc_1h,board_roc_24h,board_acc,occ_volatility,delay_cumsum_4h,route_popularity,efficiency_pax_km,reliability_score,weather_adj_demand,is_crowded,is_overcrowded,rush_intensity,transfer_prob,on_time_flag,consistency_score,board_zscore,is_board_anomaly,city_hour_mean_board,seasonal_deviation
TRIP_RT_BER_005_0000000,2020-01-01 00:00:00,RT_BER_005,Berlin,rail,STN_BER_0154,STN_BER_0061,0,0,0,0.0,0,88.9,87.6,on_time,0,child,clear,-0.19,43.8,51,600,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,1,1.0,0.0,0,0.0,0.0
TRIP_RT_PAR_004_0000000,2020-01-01 00:00:00,RT_PAR_004,Paris,bus,STN_PAR_0163,STN_PAR_0083,0,0,0,0.0,13,86.9,78.6,minor_delay,0,standard,fog,10.07,39.3,12,80,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,,,,,,,0,,,,0.0,13.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.3,0,0.0,0.0,0,0.0,0.0
TRIP_RT_PAR_001_0000000,2020-01-01 00:00:00,RT_PAR_001,Paris,rail,STN_PAR_0259,STN_PAR_0067,0,0,0,0.0,0,61.1,57.4,cancelled,1,concession,clear,6.79,28.7,51,600,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,0,0.0,0.0,0,0.0,0.0
TRIP_RT_SIN_001_0000000,2020-01-01 00:00:00,RT_SIN_001,Singapore,lrt,STN_SIN_0092,STN_SIN_0023,0,0,0,0.0,0,102.3,98.6,on_time,0,concession,cloudy,3.68,49.3,8,200,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.35,1,1.0,0.0,0,0.0,0.0
TRIP_RT_BER_006_0000000,2020-01-01 00:00:00,RT_BER_006,Berlin,rail,STN_BER_0156,STN_BER_0124,0,0,0,0.0,0,16.5,16.0,minor_delay,0,group,cloudy,4.61,8.0,38,600,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,0,0.0,0.0,0,0.0,0.0
TRIP_RT_PAR_012_0000000,2020-01-01 00:00:00,RT_PAR_012,Paris,rail,STN_PAR_0291,STN_PAR_0189,0,0,0,0.0,0,17.6,20.4,on_time,0,standard,clear,3.7,10.2,26,600,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,1,1.0,0.0,0,0.0,0.0
TRIP_RT_BER_003_0000000,2020-01-01 00:00:00,RT_BER_003,Berlin,rail,STN_BER_0088,STN_BER_0008,0,0,0,0.0,0,72.1,77.2,minor_delay,0,standard,clear,4.44,38.6,39,600,1,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,0,0.0,0.0,0,0.0,0.0
TRIP_RT_TOK_000_0000000,2020-01-01 00:00:00,RT_TOK_000,Tokyo,bus,STN_TOK_0193,STN_TOK_0246,0,0,0,0.0,0,62.9,56.2,on_time,0,concession,cloudy,10.49,28.1,14,80,1,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.3,1,1.0,0.0,0,0.3,-0.3
TRIP_RT_PAR_005_0000000,2020-01-01 00:00:00,RT_PAR_005,Paris,rail,STN_PAR_0277,STN_PAR_0036,0,0,0,0.0,0,69.9,68.6,on_time,0,standard,cloudy,1.21,34.3,30,600,1,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,1,1.0,0.0,0,0.0,0.0
TRIP_RT_TOK_010_0000000,2020-01-01 00:00:00,RT_TOK_010,Tokyo,rail,STN_TOK_0123,STN_TOK_0066,0,0,0,0.0,0,42.3,44.6,on_time,0,standard,snow,4.3,22.3,55,600,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,1,1.0,0.0,0,0.3,-0.3
TRIP_RT_SIN_003_0000000,2020-01-01 00:00:00,RT_SIN_003,Singapore,metro,STN_SIN_0063,STN_SIN_0069,0,0,0,0.0,0,33.7,31.6,on_time,0,standard,cloudy,4.57,15.8,6,800,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.6,1,1.0,0.0,0,0.0,0.0
TRIP_RT_LON_006_0000000,2020-01-01 00:00:00,RT_LON_006,London,rail,STN_LON_0151,STN_LON_0152,0,0,0,0.0,10,69.5,67.2,on_time,0,standard,cloudy,4.39,33.6,31,600,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,,,,,,,0,,,,0.0,10.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,1,1.0,0.0,0,0.0,0.0
TRIP_RT_LON_005_0000000,2020-01-01 00:00:00,RT_LON_005,London,tram,STN_LON_0182,STN_LON_0081,0,0,0,0.0,0,14.4,12.6,on_time,0,child,clear,15.27,6.3,11,150,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.4,1,1.0,0.0,0,0.0,0.0
TRIP_RT_NEW_007_0000000,2020-01-01 00:00:00,RT_NEW_007,New_York,metro,STN_NEW_0051,STN_NEW_0027,0,0,0,0.0,0,47.7,48.2,on_time,0,standard,clear,5.64,24.1,5,800,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.6,1,1.0,0.0,0,0.1,-0.1
TRIP_RT_NEW_003_0000000,2020-01-01 00:00:00,RT_NEW_003,New_York,metro,STN_NEW_0145,STN_NEW_0138,0,0,0,0.0,0,108.3,110.2,on_time,0,concession,cloudy,3.44,55.1,8,800,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.6,1,1.0,0.0,0,0.1,-0.1
TRIP_RT_NEW_004_0000000,2020-01-01 00:00:00,RT_NEW_004,New_York,rail,STN_NEW_0097,STN_NEW_0103,1,1,0,0.0,0,26.8,24.6,major_delay,0,group,clear,6.02,12.3,52,600,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,1.0,0.081,0.9672,1.0,0,0,0.0,0.5,0,0.0,0.0,0,0.1,0.9
TRIP_RT_PAR_010_0000000,2020-01-01 00:00:00,RT_PAR_010,Paris,tram,STN_PAR_0223,STN_PAR_0215,0,0,0,0.0,9,63.0,60.4,major_delay,0,group,clear,10.69,30.2,7,150,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,,,,,,,0,,,,0.0,9.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.4,0,0.0,0.0,0,0.0,0.0
TRIP_RT_PAR_007_0000000,2020-01-01 00:00:00,RT_PAR_007,Paris,tram,STN_PAR_0081,STN_PAR_0139,0,0,0,0.0,0,20.5,20.6,on_time,0,standard,clear,7.53,10.3,11,150,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.4,1,1.0,0.0,0,0.0,0.0
TRIP_RT_PAR_011_0000000,2020-01-01 00:00:00,RT_PAR_011,Paris,tram,STN_PAR_0213,STN_PAR_0229,0,0,0,0.0,0,69.5,72.2,on_time,0,child,clear,7.52,36.1,5,150,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.4,1,1.0,0.0,0,0.0,0.0
TRIP_RT_NEW_005_0000000,2020-01-01 00:00:00,RT_NEW_005,New_York,rail,STN_NEW_0172,STN_NEW_0107,0,0,0,0.0,0,96.9,94.2,on_time,0,concession,clear,8.56,47.1,17,600,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.5,1,1.0,0.0,0,0.1,-0.1
TRIP_RT_PAR_009_0000000,2020-01-01 00:00:00,RT_PAR_009,Paris,tram,STN_PAR_0231,STN_PAR_0017,0,0,0,0.0,0,112.1,111.6,on_time,0,standard,cloudy,5.55,55.8,9,150,1,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.4,1,1.0,0.0,0,0.0,0.0
TRIP_RT_TOK_009_0000000,2020-01-01 00:00:00,RT_TOK_009,Tokyo,bus,STN_TOK_0045,STN_TOK_0214,0,0,0,0.0,0,99.3,98.0,on_time,0,standard,snow,4.61,49.0,14,80,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.3,1,1.0,0.0,0,0.3,-0.3
TRIP_RT_LON_007_0000000,2020-01-01 00:00:00,RT_LON_007,London,bus,STN_LON_0209,STN_LON_0010,0,0,0,0.0,0,61.3,61.0,on_time,0,standard,clear,9.51,30.5,6,80,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.3,1,1.0,0.0,0,0.0,0.0
TRIP_RT_SIN_002_0000000,2020-01-01 00:00:00,RT_SIN_002,Singapore,bus,STN_SIN_0088,STN_SIN_0063,0,0,0,0.0,9,110.5,106.4,major_delay,0,standard,clear,1.39,53.2,19,80,0,0,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,,,,,,,0,,,,0.0,9.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.3,0,0.0,0.0,0,0.0,0.0
TRIP_RT_PAR_013_0000000,2020-01-01 00:00:00,RT_PAR_013,Paris,metro,STN_PAR_0103,STN_PAR_0132,0,0,0,0.0,0,77.8,79.6,on_time,0,standard,cloudy,7.82,39.8,2,800,0,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.6,1,1.0,0.0,0,0.0,0.0
TRIP_RT_PAR_000_0000000,2020-01-01 00:00:00,RT_PAR_000,Paris,metro,STN_PAR_0195,STN_PAR_0064,0,0,0,0.0,0,114.6,116.0,on_time,0,child,storm,5.11,58.0,2,800,1,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.6,1,1.0,0.0,0,0.0,0.0
TRIP_RT_LON_003_0000000,2020-01-01 00:00:00,RT_LON_003,London,metro,STN_LON_0174,STN_LON_0169,0,0,0,0.0,0,46.6,43.4,on_time,0,standard,cloudy,12.44,21.7,9,800,1,1,0,0,1,0,1,0,none,0,2,1,2020,1,1,1,winter,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,0.0,0.0,0.0,0.0,0.9672,0.0,0,0,0.0,0.6,1,1.0,0.0,0,0.0,0.0
