event_id,station_code,timestamp,card_type,direction,gate_id,fare_amount
TX0000044,ST02,2026-07-19 04:00:00,smart_card,exit,G07,3.27
TX0000045,ST05,2026-07-09 17:00:00,single_ticket,entry,G08,3.08
TX0000046,ST06,2026-08-04 19:00:00,single_ticket,entry,G05,3.48
TX0000047,ST01,2026-08-03 19:00:00,single_ticket,exit,G09,2.19
TX0000048,ST07,2026-08-06 22:00:00,smart_card,entry,G09,2.17
TX0000049,ST01,2026-08-16 08:00:00,single_ticket,entry,G11,3.84
TX0000050,ST08,2026-08-02 12:00:00,smart_card,entry,G03,1.65
TX0000051,ST07,2026-07-13 19:00:00,smart_card,exit,G11,3.58
TX0000052,ST09,2026-08-09 23:00:00,single_ticket,entry,G12,1.71
TX0000053,ST08,2026-07-28 03:00:00,single_ticket,exit,G07,1.81
TX0000054,ST07,2026-07-25 16:00:00,day_pass,entry,G06,2.23
TX0000055,ST01,2026-07-04 21:00:00,smart_card,entry,G04,2.52
TX0000056,ST07,2026-07-13 23:00:00,day_pass,entry,G09,4.46
TX0000057,ST10,2026-07-04 01:00:00,monthly_pass,entry,G07,2.87
TX0000058,ST08,2026-07-28 16:00:00,smart_card,entry,G08,2.79
TX0000059,ST09,2026-07-18 13:00:00,smart_card,exit,G12,3.81
TX0000060,ST10,2026-07-01 19:00:00,monthly_pass,exit,G09,2.31
TX0000061,ST05,2026-07-21 07:00:00,smart_card,entry,G07,3.29
TX0000062,ST01,2026-06-29 06:00:00,single_ticket,entry,G02,3.6
TX0000063,ST01,2026-07-23 10:00:00,single_ticket,entry,G02,4.07
TX0000064,ST07,2026-07-29 20:00:00,smart_card,entry,G09,1.87
TX0000065,ST09,2026-06-28 03:00:00,monthly_pass,exit,G06,3.46
TX0000066,ST05,2026-08-18 22:00:00,smart_card,entry,G01,1.51
TX0000067,ST06,2026-08-04 21:00:00,smart_card,entry,G10,2.99
TX0000068,ST09,2026-07-11 13:00:00,smart_card,entry,G09,2.58
TX0000069,ST03,2026-07-05 07:00:00,monthly_pass,entry,G12,3.94
TX0000070,ST05,2026-07-21 11:00:00,smart_card,exit,G04,3.68
TX0000071,ST01,2026-07-11 17:00:00,single_ticket,exit,G06,3.57
TX0000072,ST10,2026-07-03 21:00:00,smart_card,entry,G08,2.01
TX0000073,ST02,2026-06-22 19:00:00,smart_card,entry,G10,2.43
TX0000074,ST03,2026-06-30 09:00:00,smart_card,entry,G03,2.36
TX0000075,ST06,2026-06-29 00:00:00,smart_card,exit,G04,2.08
TX0000076,ST04,2026-06-23 03:00:00,smart_card,exit,G08,2.76
TX0000077,ST06,2026-08-04 23:00:00,smart_card,entry,G05,2.78
TX0000078,ST05,2026-07-05 16:00:00,smart_card,exit,G12,2.55
TX0000079,ST06,2026-07-05 13:00:00,smart_card,exit,G04,3.88
TX0000080,ST03,2026-07-03 04:00:00,single_ticket,entry,G01,3.57
TX0000081,ST10,2026-08-05 10:00:00,smart_card,exit,G09,3.88
TX0000082,ST03,2026-08-03 03:00:00,smart_card,exit,G10,3.92
TX0000083,ST06,2026-06-28 02:00:00,smart_card,exit,G12,2.16
TX0000084,ST09,2026-07-13 05:00:00,monthly_pass,entry,G04,4.34
TX0000085,ST09,2026-08-21 01:00:00,single_ticket,exit,G10,3.45
TX0000086,ST07,2026-08-18 21:00:00,monthly_pass,entry,G12,3.89
TX0000087,ST05,2026-08-18 23:00:00,smart_card,exit,G08,4.29
TX0000088,ST07,2026-06-26 00:00:00,day_pass,entry,G04,3.95
TX0000089,ST07,2026-07-27 15:00:00,smart_card,exit,G07,3.18
TX0000090,ST07,2026-08-13 21:00:00,single_ticket,exit,G08,2.94
TX0000091,ST03,2026-07-17 20:00:00,smart_card,entry,G11,3.14
TX0000092,ST02,2026-07-23 04:00:00,single_ticket,exit,G06,4.12
TX0000093,ST04,2026-06-22 21:00:00,monthly_pass,entry,G12,1.7
TX0000094,ST07,2026-06-23 16:00:00,single_ticket,entry,G04,2.66
TX0000095,ST06,2026-07-28 05:00:00,smart_card,exit,G10,2.35
TX0000096,ST04,2026-08-16 00:00:00,single_ticket,exit,G09,2.84
TX0000097,ST08,2026-07-02 21:00:00,single_ticket,exit,G08,3.31
TX0000098,ST08,2026-07-16 19:00:00,smart_card,entry,G08,3.82
TX0000099,ST03,2026-08-15 23:00:00,smart_card,exit,G10,1.53
TX0000100,ST07,2026-08-09 21:00:00,single_ticket,entry,G02,2.79
TX0000101,ST08,2026-08-11 00:00:00,smart_card,exit,G06,2.37
TX0000102,ST02,2026-07-23 05:00:00,smart_card,entry,G12,3.71
TX0000103,ST06,2026-07-22 21:00:00,monthly_pass,entry,G06,2.32
TX0000104,ST01,2026-08-01 22:00:00,monthly_pass,exit,G02,2.2
TX0000105,ST03,2026-08-16 21:00:00,smart_card,entry,G12,2.02
TX0000106,ST10,2026-07-20 19:00:00,monthly_pass,exit,G10,3.01
TX0000107,ST06,2026-08-06 08:00:00,monthly_pass,entry,G07,1.66
TX0000108,ST06,2026-07-28 06:00:00,single_ticket,entry,G12,3.59
TX0000109,ST09,2026-07-07 12:00:00,single_ticket,exit,G07,4.15
TX0000110,ST08,2026-08-20 01:00:00,monthly_pass,exit,G11,2.09
TX0000111,ST06,2026-08-19 02:00:00,single_ticket,entry,G02,2.99
TX0000112,ST05,2026-07-18 06:00:00,smart_card,entry,G06,4.14
TX0000113,ST08,2026-07-08 18:00:00,smart_card,exit,G07,4.06
TX0000114,ST10,2026-07-15 04:00:00,smart_card,exit,G07,3.85
TX0000115,ST03,2026-06-23 20:00:00,smart_card,entry,G05,2.06
TX0000116,ST08,2026-08-15 15:00:00,smart_card,exit,G01,2.81
TX0000117,ST05,2026-08-18 19:00:00,smart_card,exit,G04,4.45
TX0000118,ST10,2026-06-28 09:00:00,smart_card,exit,G10,2.23
TX0000119,ST06,2026-08-03 08:00:00,smart_card,entry,G12,1.9
TX0000120,ST07,2026-08-11 13:00:00,monthly_pass,exit,G01,2.74
TX0000121,ST09,2026-08-09 05:00:00,smart_card,exit,G12,1.95
TX0000122,ST03,2026-07-02 00:00:00,single_ticket,entry,G12,2.91
TX0000123,ST09,2026-07-03 18:00:00,single_ticket,exit,G12,3.36
TX0000124,ST05,2026-07-07 10:00:00,monthly_pass,exit,G04,2.69
TX0000125,ST02,2026-08-01 11:00:00,smart_card,entry,G05,2.26
TX0000126,ST07,2026-07-12 14:00:00,smart_card,entry,G03,2.88
TX0000127,ST02,2026-07-29 21:00:00,single_ticket,exit,G08,3.87
TX0000128,ST03,2026-07-22 13:00:00,single_ticket,entry,G02,3.95
TX0000129,ST07,2026-06-24 17:00:00,day_pass,entry,G04,1.52
TX0000130,ST02,2026-06-28 01:00:00,smart_card,entry,G07,1.63
TX0000131,ST08,2026-08-18 06:00:00,smart_card,entry,G06,4.25
TX0000132,ST04,2026-07-06 08:00:00,smart_card,entry,G05,2.18
TX0000133,ST09,2026-07-11 01:00:00,single_ticket,entry,G04,2.72
TX0000134,ST03,2026-08-11 02:00:00,smart_card,entry,G03,1.84
TX0000135,ST07,2026-07-01 06:00:00,smart_card,entry,G08,2.5
TX0000136,ST06,2026-07-30 14:00:00,single_ticket,exit,G03,3.78
TX0000137,ST01,2026-06-29 05:00:00,smart_card,entry,G04,1.66
TX0000138,ST06,2026-07-18 20:00:00,smart_card,entry,G01,2.85
TX0000139,ST02,2026-07-17 04:00:00,smart_card,exit,G04,3.35
TX0000140,ST09,2026-07-11 08:00:00,day_pass,entry,G04,2.36
TX0000141,ST06,2026-06-22 08:00:00,single_ticket,exit,G06,3.96
TX0000142,ST01,2026-07-17 13:00:00,smart_card,entry,G04,1.51
TX0000143,ST09,2026-07-16 07:00:00,smart_card,entry,G01,2.78
TX0000144,ST02,2026-08-15 23:00:00,monthly_pass,exit,G05,4.06
TX0000145,ST10,2026-07-13 21:00:00,smart_card,exit,G11,1.85
TX0000146,ST07,2026-07-04 17:00:00,smart_card,entry,G07,2.08
TX0000147,ST04,2026-06-28 00:00:00,monthly_pass,entry,G03,3.47
TX0000148,ST10,2026-07-31 14:00:00,smart_card,exit,G12,2.44
TX0000149,ST10,2026-07-21 21:00:00,monthly_pass,entry,G08,2.24
TX0000150,ST06,2026-08-20 09:00:00,single_ticket,entry,G09,3.07
TX0000151,ST03,2026-08-15 19:00:00,single_ticket,entry,G01,3.4
TX0000152,ST10,2026-07-05 13:00:00,single_ticket,entry,G04,3.65
TX0000153,ST01,2026-07-12 01:00:00,smart_card,exit,G05,2.65
TX0000154,ST02,2026-07-14 20:00:00,monthly_pass,entry,G09,3.27
TX0000155,ST03,2026-08-09 08:00:00,smart_card,entry,G01,4.25
TX0000156,ST03,2026-08-08 07:00:00,smart_card,exit,G03,4.35
TX0000157,ST01,2026-06-26 08:00:00,smart_card,entry,G12,3.4
TX0000158,ST01,2026-08-18 09:00:00,smart_card,exit,G04,3.11
TX0000159,ST08,2026-08-09 23:00:00,smart_card,exit,G11,3.73
TX0000160,ST09,2026-08-16 08:00:00,smart_card,exit,G03,4.23
TX0000161,ST07,2026-07-29 21:00:00,smart_card,entry,G11,2.18
TX0000162,ST03,2026-07-21 18:00:00,monthly_pass,entry,G05,2.62
TX0000163,ST06,2026-07-14 15:00:00,single_ticket,entry,G03,1.57
TX0000164,ST06,2026-08-06 04:00:00,smart_card,exit,G08,4.4
TX0000165,ST08,2026-08-01 15:00:00,smart_card,entry,G07,3.95
TX0000166,ST05,2026-08-14 12:00:00,day_pass,entry,G02,1.73
TX0000167,ST07,2026-06-28 12:00:00,single_ticket,entry,G11,4.11
TX0000168,ST06,2026-06-24 07:00:00,smart_card,exit,G10,3.62
TX0000169,ST02,2026-08-10 17:00:00,monthly_pass,entry,G05,4.09
TX0000170,ST07,2026-06-29 15:00:00,smart_card,exit,G11,4.05
TX0000171,ST01,2026-07-14 10:00:00,smart_card,entry,G01,2.24
TX0000172,ST06,2026-08-07 01:00:00,smart_card,exit,G12,2.38
TX0000173,ST02,2026-07-05 01:00:00,monthly_pass,exit,G06,2.51
TX0000174,ST04,2026-08-10 20:00:00,day_pass,exit,G10,3.59
TX0000175,ST07,2026-06-23 18:00:00,single_ticket,exit,G11,3.48
TX0000176,ST10,2026-08-07 18:00:00,smart_card,entry,G11,2.96
TX0000177,ST03,2026-07-14 08:00:00,smart_card,entry,G02,3.13
TX0000178,ST08,2026-07-29 14:00:00,smart_card,entry,G05,2.85
TX0000179,ST07,2026-07-30 11:00:00,smart_card,entry,G02,2.47
TX0000180,ST07,2026-07-05 02:00:00,monthly_pass,entry,G03,3.94
TX0000181,ST05,2026-06-23 13:00:00,single_ticket,exit,G08,3.21
TX0000182,ST03,2026-07-29 21:00:00,smart_card,entry,G09,3.8
TX0000183,ST07,2026-07-09 15:00:00,monthly_pass,exit,G03,1.98
TX0000184,ST08,2026-07-18 18:00:00,smart_card,entry,G01,2.24
TX0000185,ST05,2026-07-20 09:00:00,smart_card,exit,G05,2.72
TX0000186,ST04,2026-07-10 04:00:00,smart_card,entry,G08,2.17
TX0000187,ST04,2026-06-30 12:00:00,monthly_pass,exit,G05,3.33
TX0000188,ST03,2026-08-14 06:00:00,smart_card,exit,G12,3.64
TX0000189,ST09,2026-08-05 12:00:00,smart_card,entry,G09,2.18
TX0000190,ST01,2026-07-07 02:00:00,smart_card,exit,G08,1.54
TX0000191,ST03,2026-08-11 09:00:00,monthly_pass,entry,G01,3.32
TX0000192,ST08,2026-06-22 11:00:00,smart_card,exit,G12,4.44
TX0000193,ST07,2026-06-22 18:00:00,single_ticket,entry,G08,2.48
TX0000194,ST07,2026-07-22 17:00:00,monthly_pass,entry,G12,3.4
TX0000195,ST09,2026-06-22 10:00:00,single_ticket,entry,G06,1.64
TX0000196,ST05,2026-08-14 23:00:00,smart_card,entry,G09,3.21
TX0000197,ST10,2026-07-19 19:00:00,smart_card,exit,G07,3.18
TX0000198,ST01,2026-07-05 20:00:00,smart_card,exit,G11,3.2
TX0000199,ST06,2026-07-30 01:00:00,day_pass,entry,G09,2.96
TX0000200,ST10,2026-08-19 07:00:00,day_pass,entry,G05,2.85
TX0000201,ST09,2026-08-08 12:00:00,smart_card,entry,G08,4.09
TX0000202,ST05,2026-08-14 03:00:00,smart_card,entry,G02,1.54
TX0000203,ST04,2026-07-18 13:00:00,smart_card,exit,G09,2.62
TX0000204,ST07,2026-08-07 22:00:00,smart_card,exit,G06,2.75
TX0000205,ST06,2026-08-11 03:00:00,smart_card,exit,G04,3.99
TX0000206,ST09,2026-08-10 20:00:00,monthly_pass,entry,G11,2.67
TX0000207,ST02,2026-06-24 00:00:00,smart_card,entry,G11,1.77
TX0000208,ST02,2026-07-12 06:00:00,smart_card,entry,G01,1.87
TX0000209,ST08,2026-07-28 13:00:00,smart_card,entry,G08,1.86
TX0000210,ST01,2026-08-03 03:00:00,monthly_pass,exit,G01,3.31
TX0000211,ST03,2026-07-24 08:00:00,smart_card,exit,G06,3.09
TX0000212,ST03,2026-07-06 03:00:00,day_pass,exit,G12,2.25
TX0000213,ST05,2026-08-06 07:00:00,smart_card,entry,G07,2.07
TX0000214,ST07,2026-06-26 12:00:00,single_ticket,exit,G02,4.23
TX0000215,ST06,2026-07-14 09:00:00,smart_card,exit,G03,3.26
TX0000216,ST09,2026-07-13 08:00:00,monthly_pass,exit,G01,4.03
TX0000217,ST07,2026-08-03 01:00:00,single_ticket,entry,G10,2.29
TX0000218,ST01,2026-08-07 22:00:00,smart_card,exit,G11,2.92
TX0000219,ST10,2026-07-20 02:00:00,day_pass,entry,G04,2.27
TX0000220,ST07,2026-08-02 04:00:00,smart_card,entry,G04,1.98
TX0000221,ST05,2026-08-19 10:00:00,smart_card,exit,G07,2.67
TX0000222,ST08,2026-07-22 03:00:00,smart_card,exit,G10,1.51
TX0000223,ST02,2026-08-10 05:00:00,single_ticket,exit,G12,4.17
TX0000224,ST03,2026-08-11 18:00:00,day_pass,entry,G12,2.85
TX0000225,ST01,2026-07-28 03:00:00,single_ticket,exit,G07,1.87
TX0000226,ST05,2026-08-04 07:00:00,smart_card,entry,G08,2.9
TX0000227,ST03,2026-07-13 08:00:00,smart_card,exit,G01,4.11
TX0000228,ST04,2026-07-17 04:00:00,monthly_pass,exit,G01,4.37
TX0000229,ST02,2026-08-20 08:00:00,smart_card,entry,G12,1.51
TX0000230,ST10,2026-08-17 05:00:00,smart_card,entry,G03,4.42
TX0000231,ST05,2026-07-07 22:00:00,day_pass,exit,G07,2.47
TX0000232,ST04,2026-08-05 09:00:00,monthly_pass,entry,G04,3.62
TX0000233,ST04,2026-07-07 04:00:00,smart_card,entry,G03,3.76
TX0000234,ST08,2026-07-11 12:00:00,smart_card,entry,G10,4.22
TX0000235,ST04,2026-07-26 17:00:00,day_pass,entry,G06,2.73
TX0000236,ST03,2026-08-01 23:00:00,smart_card,entry,G02,3.8
TX0000237,ST05,2026-07-10 14:00:00,monthly_pass,entry,G05,3.56
TX0000238,ST01,2026-08-17 19:00:00,smart_card,exit,G06,2.48
TX0000239,ST07,2026-08-19 19:00:00,smart_card,entry,G06,3.98
TX0000240,ST06,2026-08-01 13:00:00,smart_card,entry,G10,4.18
TX0000241,ST08,2026-07-31 06:00:00,smart_card,entry,G06,3.2
TX0000242,ST01,2026-08-04 07:00:00,smart_card,entry,G08,3.96
TX0000243,ST03,2026-07-13 00:00:00,smart_card,exit,G10,3.37
TX0000244,ST07,2026-08-19 18:00:00,monthly_pass,exit,G12,3.87
TX0000245,ST06,2026-06-26 18:00:00,smart_card,entry,G03,3.35
TX0000246,ST08,2026-08-10 12:00:00,smart_card,exit,G08,3.58
TX0000247,ST05,2026-08-01 15:00:00,smart_card,entry,G08,1.61
TX0000248,ST10,2026-06-29 03:00:00,smart_card,entry,G09,1.79
TX0000249,ST01,2026-08-20 00:00:00,single_ticket,entry,G09,2.74
TX0000250,ST10,2026-08-04 21:00:00,smart_card,entry,G02,3.87
TX0000251,ST07,2026-07-04 20:00:00,smart_card,exit,G12,1.69
TX0000252,ST08,2026-07-24 01:00:00,single_ticket,entry,G09,1.54
TX0000253,ST03,2026-08-20 22:00:00,smart_card,entry,G04,2.15
TX0000254,ST07,2026-08-16 10:00:00,day_pass,exit,G05,4.08
TX0000255,ST03,2026-07-25 12:00:00,single_ticket,entry,G03,4.16
TX0000256,ST08,2026-06-22 09:00:00,smart_card,entry,G08,2.38
TX0000257,ST03,2026-08-05 17:00:00,smart_card,exit,G12,3.55
TX0000258,ST07,2026-07-27 07:00:00,smart_card,entry,G05,3.61
TX0000259,ST02,2026-07-02 13:00:00,monthly_pass,exit,G12,1.5
TX0000260,ST01,2026-06-23 00:00:00,day_pass,entry,G09,2.62
TX0000261,ST04,2026-08-14 18:00:00,monthly_pass,exit,G10,1.95
TX0000262,ST01,2026-07-13 19:00:00,single_ticket,exit,G01,2.54
TX0000263,ST10,2026-07-25 22:00:00,monthly_pass,exit,G05,2.3
TX0000264,ST07,2026-07-17 10:00:00,smart_card,exit,G06,1.73
TX0000265,ST05,2026-08-20 05:00:00,single_ticket,entry,G12,4.46
TX0000266,ST07,2026-06-25 13:00:00,smart_card,entry,G10,3.0
TX0000267,ST06,2026-06-26 01:00:00,monthly_pass,exit,G08,1.94
TX0000268,ST06,2026-07-24 08:00:00,monthly_pass,exit,G11,2.2
TX0000269,ST08,2026-07-27 22:00:00,single_ticket,exit,G03,1.61
TX0000270,ST05,2026-08-10 08:00:00,day_pass,entry,G02,2.4
TX0000271,ST01,2026-08-13 10:00:00,monthly_pass,entry,G10,1.69
TX0000272,ST04,2026-08-20 12:00:00,smart_card,entry,G10,2.24
TX0000273,ST01,2026-08-13 04:00:00,smart_card,exit,G06,2.81
TX0000274,ST03,2026-06-26 21:00:00,single_ticket,entry,G04,3.52
TX0000275,ST02,2026-07-22 12:00:00,single_ticket,entry,G01,4.0
TX0000276,ST02,2026-07-28 13:00:00,smart_card,exit,G02,1.67
TX0000277,ST07,2026-08-16 06:00:00,smart_card,entry,G10,2.24
TX0000278,ST06,2026-07-11 03:00:00,smart_card,entry,G08,1.91
TX0000279,ST06,2026-07-27 11:00:00,monthly_pass,entry,G10,2.54
TX0000280,ST02,2026-07-03 23:00:00,single_ticket,exit,G01,2.03
TX0000281,ST10,2026-06-26 18:00:00,single_ticket,exit,G11,2.21
TX0000282,ST08,2026-07-11 18:00:00,smart_card,entry,G07,4.25
TX0000283,ST09,2026-08-17 13:00:00,smart_card,exit,G02,3.42
TX0000284,ST05,2026-06-30 01:00:00,smart_card,exit,G12,4.1
TX0000285,ST04,2026-07-01 22:00:00,smart_card,entry,G05,3.13
TX0000286,ST01,2026-07-14 19:00:00,smart_card,entry,G05,3.96
TX0000287,ST03,2026-08-17 01:00:00,smart_card,exit,G10,2.55
TX0000288,ST04,2026-07-26 13:00:00,smart_card,entry,G06,2.23
TX0000289,ST05,2026-07-08 22:00:00,smart_card,entry,G10,3.15
TX0000290,ST02,2026-07-05 22:00:00,single_ticket,exit,G07,4.33
TX0000291,ST03,2026-06-30 10:00:00,single_ticket,exit,G11,4.01
TX0000292,ST06,2026-06-23 06:00:00,smart_card,entry,G04,2.23
TX0000293,ST03,2026-07-17 04:00:00,monthly_pass,entry,G07,4.36
TX0000294,ST07,2026-07-24 22:00:00,smart_card,exit,G03,3.07
TX0000295,ST07,2026-07-20 11:00:00,monthly_pass,entry,G04,2.76
TX0000296,ST05,2026-07-30 21:00:00,smart_card,entry,G12,2.36
TX0000297,ST03,2026-06-23 01:00:00,smart_card,exit,G05,3.38
TX0000298,ST10,2026-07-09 16:00:00,smart_card,entry,G09,3.24
TX0000299,ST08,2026-08-03 08:00:00,monthly_pass,exit,G04,3.98
TX0000300,ST05,2026-07-17 18:00:00,monthly_pass,entry,G01,4.24
TX0000301,ST10,2026-08-06 05:00:00,smart_card,entry,G08,3.74
TX0000302,ST09,2026-08-14 08:00:00,day_pass,exit,G03,2.05
TX0000303,ST08,2026-07-29 21:00:00,smart_card,exit,G06,1.9
TX0000304,ST07,2026-06-30 18:00:00,single_ticket,entry,G10,3.11
TX0000305,ST01,2026-07-01 07:00:00,smart_card,exit,G07,1.96
TX0000306,ST07,2026-07-03 00:00:00,single_ticket,entry,G01,3.35
TX0000307,ST04,2026-07-14 07:00:00,smart_card,entry,G09,1.98
TX0000308,ST10,2026-08-06 23:00:00,single_ticket,entry,G05,2.2
TX0000309,ST02,2026-08-10 15:00:00,smart_card,entry,G03,1.75
TX0000310,ST07,2026-07-20 15:00:00,single_ticket,exit,G09,4.01
TX0000311,ST01,2026-07-07 18:00:00,smart_card,entry,G11,3.27
TX0000312,ST10,2026-06-23 18:00:00,smart_card,entry,G03,2.54
TX0000313,ST04,2026-08-18 19:00:00,smart_card,exit,G01,2.69
TX0000314,ST10,2026-07-03 08:00:00,smart_card,entry,G11,1.9
TX0000315,ST05,2026-06-24 00:00:00,smart_card,exit,G03,4.04
TX0000316,ST10,2026-07-06 18:00:00,smart_card,entry,G04,2.42
TX0000317,ST05,2026-07-05 08:00:00,smart_card,entry,G02,1.71
TX0000318,ST08,2026-06-29 18:00:00,smart_card,exit,G01,2.58
TX0000319,ST04,2026-08-14 22:00:00,smart_card,exit,G05,2.23
TX0000320,ST01,2026-08-16 05:00:00,smart_card,entry,G08,2.72
TX0000321,ST02,2026-07-17 19:00:00,smart_card,entry,G12,4.08
TX0000322,ST02,2026-07-04 17:00:00,smart_card,entry,G06,3.73
TX0000323,ST03,2026-07-14 18:00:00,single_ticket,entry,G10,2.23
TX0000324,ST01,2026-08-06 11:00:00,day_pass,exit,G12,2.46
TX0000325,ST10,2026-08-02 03:00:00,smart_card,exit,G06,2.8
TX0000326,ST05,2026-07-02 03:00:00,smart_card,exit,G07,1.98
TX0000327,ST08,2026-07-02 01:00:00,day_pass,entry,G05,2.36
TX0000328,ST02,2026-06-25 09:00:00,smart_card,exit,G10,2.43
TX0000329,ST02,2026-07-23 22:00:00,smart_card,exit,G01,2.07
TX0000330,ST01,2026-07-25 07:00:00,smart_card,entry,G12,2.32
TX0000331,ST03,2026-08-09 01:00:00,monthly_pass,exit,G06,2.77
TX0000332,ST07,2026-07-30 19:00:00,smart_card,exit,G02,4.04
TX0000333,ST10,2026-08-16 00:00:00,smart_card,entry,G04,3.54
TX0000334,ST10,2026-08-18 07:00:00,smart_card,exit,G07,1.7
TX0000335,ST02,2026-06-24 10:00:00,smart_card,entry,G01,3.03
TX0000336,ST03,2026-07-24 15:00:00,smart_card,entry,G10,2.2
TX0000337,ST10,2026-06-25 06:00:00,monthly_pass,entry,G11,1.5
TX0000338,ST04,2026-08-04 14:00:00,smart_card,entry,G07,3.2
TX0000339,ST09,2026-07-03 13:00:00,single_ticket,entry,G09,2.1
TX0000340,ST08,2026-07-08 12:00:00,monthly_pass,entry,G02,3.44
TX0000341,ST09,2026-07-01 11:00:00,smart_card,exit,G12,2.28
TX0000342,ST03,2026-08-09 16:00:00,smart_card,exit,G05,2.23
TX0000343,ST03,2026-06-24 01:00:00,smart_card,entry,G06,3.27
TX0000344,ST06,2026-08-19 19:00:00,single_ticket,entry,G04,3.27
TX0000345,ST06,2026-08-11 21:00:00,smart_card,entry,G06,4.05
TX0000346,ST08,2026-07-15 21:00:00,smart_card,entry,G01,2.09
TX0000347,ST04,2026-07-06 21:00:00,smart_card,exit,G07,4.46
TX0000348,ST09,2026-07-14 16:00:00,smart_card,entry,G04,2.61
TX0000349,ST06,2026-08-09 21:00:00,smart_card,exit,G11,4.41
TX0000350,ST03,2026-07-02 01:00:00,smart_card,exit,G03,1.97
TX0000351,ST07,2026-08-20 13:00:00,day_pass,exit,G03,4.36
TX0000352,ST08,2026-07-16 13:00:00,monthly_pass,entry,G08,4.39
TX0000353,ST05,2026-07-26 09:00:00,monthly_pass,exit,G01,2.37
TX0000354,ST02,2026-07-30 04:00:00,smart_card,entry,G08,2.11
TX0000355,ST02,2026-08-03 13:00:00,smart_card,exit,G08,3.31
TX0000356,ST08,2026-08-14 14:00:00,smart_card,entry,G07,1.91
TX0000357,ST02,2026-07-20 10:00:00,smart_card,entry,G07,2.39
TX0000358,ST06,2026-06-23 19:00:00,monthly_pass,entry,G10,4.45
TX0000359,ST10,2026-07-14 19:00:00,single_ticket,entry,G08,3.79
TX0000360,ST05,2026-07-22 17:00:00,smart_card,entry,G10,3.89
