route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,bikes_allowed
"aus:vic:vic-01-ABY:","T3_7","01-ABY--24-T3-8605","1-ABY-mjp-24.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_7","01-ABY--24-T3-8610","1-ABY-mjp-24.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_7","01-ABY--24-T3-8615","1-ABY-mjp-24.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_7","01-ABY--24-T3-8617","1-ABY-mjp-24.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_7","01-ABY--24-T3-8620","1-ABY-mjp-24.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_7","01-ABY--24-T3-8625","1-ABY-mjp-24.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_7","01-ABY--24-T3-8630","1-ABY-mjp-24.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0+WD08_4","01-ABY--25-T0_WD08-8630","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_16","01-ABY--25-T0-8605","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_16","01-ABY--25-T0-8610","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_16","01-ABY--25-T0-8615","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_16","01-ABY--25-T0-8620","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_16","01-ABY--25-T0-8625","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_8","01-ABY--25-T2-8605","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_8","01-ABY--25-T2-8610","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_8","01-ABY--25-T2-8612","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_8","01-ABY--25-T2-8615","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_8","01-ABY--25-T2-8620","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_8","01-ABY--25-T2-8625","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_8","01-ABY--25-T3-8605","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_8","01-ABY--25-T3-8610","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_8","01-ABY--25-T3-8615","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_8","01-ABY--25-T3-8617","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_8","01-ABY--25-T3-8620","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_8","01-ABY--25-T3-8625","1-ABY-mjp-25.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_8","01-ABY--25-T3-8630","1-ABY-mjp-25.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--2-T0-8605","1-ABY-mjp-2.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--2-T0-8610","1-ABY-mjp-2.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--2-T0-8615","1-ABY-mjp-2.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--2-T0-8620","1-ABY-mjp-2.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--2-T0-8625","1-ABY-mjp-2.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--2-T0-8630","1-ABY-mjp-2.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--3-T0-8605","1-ABY-mjp-3.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--3-T0-8610","1-ABY-mjp-3.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--3-T0-8615","1-ABY-mjp-3.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--3-T0-8620","1-ABY-mjp-3.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--3-T0-8625","1-ABY-mjp-3.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--4-T2-8605","1-ABY-mjp-4.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--4-T2-8610","1-ABY-mjp-4.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--4-T2-8612","1-ABY-mjp-4.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--4-T2-8615","1-ABY-mjp-4.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--4-T2-8620","1-ABY-mjp-4.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--4-T2-8625","1-ABY-mjp-4.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--5-T3-8605","1-ABY-mjp-5.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--5-T3-8610","1-ABY-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--5-T3-8615","1-ABY-mjp-5.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--5-T3-8617","1-ABY-mjp-5.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--5-T3-8620","1-ABY-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--5-T3-8625","1-ABY-mjp-5.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--5-T3-8630","1-ABY-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--6-T0-8605","1-ABY-mjp-6.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--6-T0-8610","1-ABY-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--6-T0-8615","1-ABY-mjp-6.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--6-T0-8620","1-ABY-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--6-T0-8625","1-ABY-mjp-6.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--7-T0-8605","1-ABY-mjp-7.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--7-T0-8610","1-ABY-mjp-7.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--7-T0-8615","1-ABY-mjp-7.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--7-T0-8620","1-ABY-mjp-7.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--7-T0-8625","1-ABY-mjp-7.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--8-T0-8605","1-ABY-mjp-8.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--8-T0-8610","1-ABY-mjp-8.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--8-T0-8615","1-ABY-mjp-8.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--8-T0-8620","1-ABY-mjp-8.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--8-T0-8625","1-ABY-mjp-8.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--8-T0-8630","1-ABY-mjp-8.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--9-T0-8605","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--9-T0-8610","1-ABY-mjp-9.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--9-T0-8615","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--9-T0-8620","1-ABY-mjp-9.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--9-T0-8625","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--9-T2-8605","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--9-T2-8610","1-ABY-mjp-9.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--9-T2-8612","1-ABY-mjp-9.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--9-T2-8615","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--9-T2-8620","1-ABY-mjp-9.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--9-T2-8625","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--10-T3-8180","1-ART-mjp-10.2.R","Southern Cross","1","","1","1"
