Unique ID,Datetime,Stop Name,Remote Unit,Line,Connecting Lines,Daytime Routes,North Direction Label,South Direction Label,Division,Structure,Borough,Neighborhood,Latitude,Longitude,Entries,Exits
26,2017-02-04 08:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,650.0,533.0
27,2017-02-04 08:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,549.0,95.0
28,2017-02-04 08:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,,SIR,Open Cut,SI,St George,40.6437,-74.0736,795.0,191.0
29,2017-02-04 12:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,2141.0,2720.0
30,2017-02-04 12:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,1034.0,1236.0
31,2017-02-04 12:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,579.0,166.0
32,2017-02-04 12:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,252.0,197.0
33,2017-02-04 12:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,2211.0,2102.0
34,2017-02-04 12:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,706.0,259.0
35,2017-02-04 12:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,507.0,356.0
36,2017-02-04 12:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,261.0,391.0
37,2017-02-04 12:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,322.0,387.0
38,2017-02-04 12:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,316.0,478.0
39,2017-02-04 12:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,240.0,245.0
40,2017-02-04 12:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,207.0,309.0
41,2017-02-04 12:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,308.0,406.0
42,2017-02-04 12:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,632.0,574.0
43,2017-02-04 16:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,3304.0,1659.0
44,2017-02-04 16:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,1310.0,2834.0
45,2017-02-04 16:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,100.0,281.0
46,2017-02-04 16:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,,BMT,Subway,M,Gramercy,40.735736,-73.990568,640.0,426.0
47,2017-02-04 16:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,1021.0,2792.0
48,2017-02-04 16:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,268.0,530.0
49,2017-02-04 16:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,145.0,112.0
50,2017-02-04 16:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,269.0,460.0
51,2017-02-04 16:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,127.0,491.0
52,2017-02-04 16:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,736.0,180.0
53,2017-02-04 16:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,532.0,632.0
54,2017-02-04 16:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,602.0,163.0
55,2017-02-04 16:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,707.0,315.0
56,2017-02-04 16:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,522.0,198.0
57,2017-02-04 20:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,1403.0,1875.0
58,2017-02-04 20:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,996.0,1889.0
59,2017-02-04 20:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,553.0,167.0
60,2017-02-04 20:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,552.0,492.0
61,2017-02-04 20:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,1447.0,672.0
62,2017-02-04 20:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,,IRT,Subway,M,East Harlem,40.7906,-73.947478,290.0,368.0
63,2017-02-04 20:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,430.0,109.0
64,2017-02-04 20:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,614.0,561.0
65,2017-02-04 20:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,575.0,581.0
66,2017-02-04 20:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,195.0,491.0
67,2017-02-04 20:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,702.0,441.0
68,2017-02-04 20:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,615.0,295.0
69,2017-02-04 20:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,312.0,542.0
70,2017-02-04 20:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,348.0,328.0
71,2017-02-05 00:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,247.0,132.0
72,2017-02-05 00:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,527.0,409.0
73,2017-02-05 00:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,29.0,57.0
74,2017-02-05 00:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,179.0,99.0
75,2017-02-05 00:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,290.0,148.0
76,2017-02-05 00:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,72.0,53.0
77,2017-02-05 00:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,41.0,38.0
78,2017-02-05 00:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,135.0,140.0
79,2017-02-05 00:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,186.0,139.0
80,2017-02-05 00:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,140.0,74.0
81,2017-02-05 00:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,197.0,28.0
82,2017-02-05 00:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,172.0,142.0
83,2017-02-05 00:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,138.0,34.0
84,2017-02-05 00:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,118.0,108.0
85,2017-02-05 04:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,291.0,298.0
86,2017-02-05 04:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,416.0,355.0
87,2017-02-05 04:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,32.0,124.0
88,2017-02-05 04:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,105.0,146.0
89,2017-02-05 04:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,251.0,187.0
90,2017-02-05 04:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,192.0,33.0
91,2017-02-05 04:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,49.0,139.0
92,2017-02-05 04:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,71.0,42.0
93,2017-02-05 04:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,43.0,103.0
94,2017-02-05 04:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,66.0,33.0
95,2017-02-05 04:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,57.0,50.0
96,2017-02-05 04:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,,,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,23.0,145.0
97,2017-02-05 04:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,20.0,137.0
98,2017-02-05 04:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,,SIR,Open Cut,SI,St George,40.6437,-74.0736,109.0,113.0
99,2017-02-05 08:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,3161.0,659.0
100,2017-02-05 08:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,3224.0,1004.0
101,2017-02-05 08:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,777.0,383.0
102,2017-02-05 08:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,193.0,404.0
103,2017-02-05 08:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,964.0,2584.0
104,2017-02-05 08:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,557.0,199.0
105,2017-02-05 08:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,407.0,506.0
106,2017-02-05 08:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,490.0,626.0
107,2017-02-05 08:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,344.0,392.0
108,2017-02-05 08:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,527.0,82.0
109,2017-02-05 08:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,476.0,192.0
110,2017-02-05 08:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,318.0,291.0
111,2017-02-05 08:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,287.0,289.0
112,2017-02-05 08:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,727.0,471.0
113,2017-02-05 12:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,2420.0,1743.0
114,2017-02-05 12:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,3489.0,623.0
115,2017-02-05 12:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,,BMT,Subway,M,Midtown,40.749719,-73.987823,443.0,392.0
116,2017-02-05 12:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,144.0,476.0
117,2017-02-05 12:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,2184.0,776.0
118,2017-02-05 12:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,207.0,125.0
119,2017-02-05 12:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,338.0,450.0
120,2017-02-05 12:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,391.0,161.0
121,2017-02-05 12:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,490.0,108.0
122,2017-02-05 12:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,605.0,647.0
123,2017-02-05 12:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,300.0,497.0
124,2017-02-05 12:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,631.0,245.0
125,2017-02-05 12:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,585.0,339.0
126,2017-02-05 12:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,508.0,584.0
127,2017-02-05 16:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,2364.0,1481.0
128,2017-02-05 16:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,2734.0,921.0
129,2017-02-05 16:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,,BMT,Subway,M,Midtown,40.749719,-73.987823,672.0,200.0
130,2017-02-05 16:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,698.0,530.0
131,2017-02-05 16:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,1435.0,2395.0
132,2017-02-05 16:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,133.0,619.0
133,2017-02-05 16:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,174.0,398.0
134,2017-02-05 16:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,500.0,532.0
135,2017-02-05 16:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,112.0,486.0
136,2017-02-05 16:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,259.0,155.0
137,2017-02-05 16:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,227.0,132.0
138,2017-02-05 16:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,125.0,87.0
