timestamp,station_id,station_name,day_of_week,hour_of_day,is_weekend,is_peak_hour,entry_count,exit_count,current_occupancy,max_capacity,occupancy_pct,congestion_level
2026-08-09 12:00:00,STN_006,Financial District,6,12,1,0,222,154,490,1300,37.7,Low
2026-08-09 13:00:00,STN_001,Central Hub,6,13,1,0,150,118,317,1200,26.4,Low
2026-08-09 13:00:00,STN_002,Tech Park,6,13,1,0,195,193,395,1000,39.5,Low
2026-08-09 13:00:00,STN_003,Airport Terminal,6,13,1,1,595,351,1030,1500,68.7,Medium
2026-08-09 13:00:00,STN_004,City Center,6,13,1,0,177,182,423,1100,38.5,Low
2026-08-09 13:00:00,STN_005,University Junction,6,13,1,0,87,76,189,900,21.0,Low
2026-08-09 13:00:00,STN_006,Financial District,6,13,1,0,181,122,342,1300,26.3,Low
2026-08-09 14:00:00,STN_001,Central Hub,6,14,1,0,160,131,358,1200,29.8,Low
2026-08-09 14:00:00,STN_002,Tech Park,6,14,1,0,145,138,332,1000,33.2,Low
2026-08-09 14:00:00,STN_003,Airport Terminal,6,14,1,1,681,400,1244,1500,82.9,High
2026-08-09 14:00:00,STN_004,City Center,6,14,1,0,177,133,385,1100,35.0,Low
2026-08-09 14:00:00,STN_005,University Junction,6,14,1,0,155,135,335,900,37.2,Low
2026-08-09 14:00:00,STN_006,Financial District,6,14,1,0,178,137,304,1300,23.4,Low
2026-08-09 15:00:00,STN_001,Central Hub,6,15,1,0,286,170,503,1200,41.9,Low
2026-08-09 15:00:00,STN_002,Tech Park,6,15,1,0,228,168,401,1000,40.1,Low
2026-08-09 15:00:00,STN_003,Airport Terminal,6,15,1,1,611,593,1231,1500,82.1,High
2026-08-09 15:00:00,STN_004,City Center,6,15,1,0,270,257,521,1100,47.4,Medium
2026-08-09 15:00:00,STN_005,University Junction,6,15,1,0,84,65,200,900,22.2,Low
2026-08-09 15:00:00,STN_006,Financial District,6,15,1,0,214,196,404,1300,31.1,Low
2026-08-09 16:00:00,STN_001,Central Hub,6,16,1,0,266,163,460,1200,38.3,Low
2026-08-09 16:00:00,STN_002,Tech Park,6,16,1,0,184,172,370,1000,37.0,Low
2026-08-09 16:00:00,STN_003,Airport Terminal,6,16,1,0,353,286,856,1500,57.1,Medium
2026-08-09 16:00:00,STN_004,City Center,6,16,1,1,342,253,814,1100,74.0,High
2026-08-09 16:00:00,STN_005,University Junction,6,16,1,0,169,107,305,900,33.9,Low
2026-08-09 16:00:00,STN_006,Financial District,6,16,1,0,206,170,478,1300,36.8,Low
2026-08-09 17:00:00,STN_001,Central Hub,6,17,1,0,202,144,474,1200,39.5,Low
2026-08-09 17:00:00,STN_002,Tech Park,6,17,1,0,206,115,346,1000,34.6,Low
2026-08-09 17:00:00,STN_003,Airport Terminal,6,17,1,0,365,405,821,1500,54.7,Medium
2026-08-09 17:00:00,STN_004,City Center,6,17,1,1,592,298,988,1100,89.8,Critical
2026-08-09 17:00:00,STN_005,University Junction,6,17,1,0,97,87,190,900,21.1,Low
2026-08-09 17:00:00,STN_006,Financial District,6,17,1,0,164,128,380,1300,29.2,Low
2026-08-09 18:00:00,STN_001,Central Hub,6,18,1,0,223,131,435,1200,36.2,Low
2026-08-09 18:00:00,STN_002,Tech Park,6,18,1,0,132,98,229,1000,22.9,Low
2026-08-09 18:00:00,STN_003,Airport Terminal,6,18,1,0,276,276,684,1500,45.6,Medium
2026-08-09 18:00:00,STN_004,City Center,6,18,1,1,334,361,784,1100,71.3,High
2026-08-09 18:00:00,STN_005,University Junction,6,18,1,0,113,93,253,900,28.1,Low
2026-08-09 18:00:00,STN_006,Financial District,6,18,1,0,244,188,502,1300,38.6,Low
2026-08-09 19:00:00,STN_001,Central Hub,6,19,1,0,227,218,551,1200,45.9,Medium
2026-08-09 19:00:00,STN_002,Tech Park,6,19,1,0,108,91,218,1000,21.8,Low
2026-08-09 19:00:00,STN_003,Airport Terminal,6,19,1,0,345,312,635,1500,42.3,Low
2026-08-09 19:00:00,STN_004,City Center,6,19,1,1,376,412,932,1100,84.7,High
2026-08-09 19:00:00,STN_005,University Junction,6,19,1,0,99,74,204,900,22.7,Low
2026-08-09 19:00:00,STN_006,Financial District,6,19,1,0,283,174,516,1300,39.7,Low
2026-08-09 20:00:00,STN_001,Central Hub,6,20,1,0,342,280,581,1200,48.4,Medium
2026-08-09 20:00:00,STN_002,Tech Park,6,20,1,0,232,185,416,1000,41.6,Low
2026-08-09 20:00:00,STN_003,Airport Terminal,6,20,1,0,391,394,882,1500,58.8,Medium
2026-08-09 20:00:00,STN_004,City Center,6,20,1,1,403,310,801,1100,72.8,High
2026-08-09 20:00:00,STN_005,University Junction,6,20,1,0,96,95,199,900,22.1,Low
2026-08-09 20:00:00,STN_006,Financial District,6,20,1,0,221,160,417,1300,32.1,Low
2026-08-09 21:00:00,STN_001,Central Hub,6,21,1,0,336,263,564,1200,47.0,Medium
2026-08-09 21:00:00,STN_002,Tech Park,6,21,1,0,136,123,322,1000,32.2,Low
2026-08-09 21:00:00,STN_003,Airport Terminal,6,21,1,0,259,224,623,1500,41.5,Low
2026-08-09 21:00:00,STN_004,City Center,6,21,1,0,243,188,414,1100,37.6,Low
2026-08-09 21:00:00,STN_005,University Junction,6,21,1,0,97,69,197,900,21.9,Low
2026-08-09 21:00:00,STN_006,Financial District,6,21,1,0,242,208,455,1300,35.0,Low
2026-08-09 22:00:00,STN_001,Central Hub,6,22,1,0,241,201,431,1200,35.9,Low
2026-08-09 22:00:00,STN_002,Tech Park,6,22,1,0,231,126,403,1000,40.3,Low
2026-08-09 22:00:00,STN_003,Airport Terminal,6,22,1,0,479,369,848,1500,56.5,Medium
2026-08-09 22:00:00,STN_004,City Center,6,22,1,0,262,231,596,1100,54.2,Medium
2026-08-09 22:00:00,STN_005,University Junction,6,22,1,0,134,157,321,900,35.7,Low
2026-08-09 22:00:00,STN_006,Financial District,6,22,1,0,144,143,321,1300,24.7,Low
2026-08-10 06:00:00,STN_001,Central Hub,0,6,0,0,226,254,541,1200,45.1,Medium
2026-08-10 06:00:00,STN_002,Tech Park,0,6,0,0,195,142,341,1000,34.1,Low
2026-08-10 06:00:00,STN_003,Airport Terminal,0,6,0,0,411,361,817,1500,54.5,Medium
2026-08-10 06:00:00,STN_004,City Center,0,6,0,0,259,193,564,1100,51.3,Medium
2026-08-10 06:00:00,STN_005,University Junction,0,6,0,0,148,100,308,900,34.2,Low
2026-08-10 06:00:00,STN_006,Financial District,0,6,0,0,242,222,454,1300,34.9,Low
2026-08-10 07:00:00,STN_001,Central Hub,0,7,0,0,191,134,340,1200,28.3,Low
2026-08-10 07:00:00,STN_002,Tech Park,0,7,0,0,214,213,439,1000,43.9,Low
2026-08-10 07:00:00,STN_003,Airport Terminal,0,7,0,0,478,381,840,1500,56.0,Medium
2026-08-10 07:00:00,STN_004,City Center,0,7,0,0,200,165,438,1100,39.8,Low
2026-08-10 07:00:00,STN_005,University Junction,0,7,0,0,110,65,204,900,22.7,Low
2026-08-10 07:00:00,STN_006,Financial District,0,7,0,0,227,166,461,1300,35.5,Low
2026-08-10 08:00:00,STN_001,Central Hub,0,8,0,1,409,414,912,1200,76.0,High
2026-08-10 08:00:00,STN_002,Tech Park,0,8,0,0,151,150,350,1000,35.0,Low
2026-08-10 08:00:00,STN_003,Airport Terminal,0,8,0,0,311,279,775,1500,51.7,Medium
2026-08-10 08:00:00,STN_004,City Center,0,8,0,0,282,178,534,1100,48.5,Medium
2026-08-10 08:00:00,STN_005,University Junction,0,8,0,1,232,222,569,900,63.2,Medium
2026-08-10 08:00:00,STN_006,Financial District,0,8,0,1,557,389,947,1300,72.8,High
2026-08-10 09:00:00,STN_001,Central Hub,0,9,0,1,551,393,981,1200,81.8,High
2026-08-10 09:00:00,STN_002,Tech Park,0,9,0,1,409,338,839,1000,83.9,High
2026-08-10 09:00:00,STN_003,Airport Terminal,0,9,0,0,246,207,609,1500,40.6,Low
2026-08-10 09:00:00,STN_004,City Center,0,9,0,0,167,178,375,1100,34.1,Low
2026-08-10 09:00:00,STN_005,University Junction,0,9,0,1,298,195,498,900,55.3,Medium
2026-08-10 09:00:00,STN_006,Financial District,0,9,0,1,368,311,846,1300,65.1,Medium
2026-08-10 10:00:00,STN_001,Central Hub,0,10,0,1,565,364,1109,1200,92.4,Critical
2026-08-10 10:00:00,STN_002,Tech Park,0,10,0,0,140,91,252,1000,25.2,Low
2026-08-10 10:00:00,STN_003,Airport Terminal,0,10,0,0,294,267,700,1500,46.7,Medium
2026-08-10 10:00:00,STN_004,City Center,0,10,0,0,198,193,404,1100,36.7,Low
2026-08-10 10:00:00,STN_005,University Junction,0,10,0,0,94,93,212,900,23.6,Low
2026-08-10 10:00:00,STN_006,Financial District,0,10,0,0,202,147,462,1300,35.5,Low
2026-08-10 11:00:00,STN_001,Central Hub,0,11,0,0,142,140,317,1200,26.4,Low
2026-08-10 11:00:00,STN_002,Tech Park,0,11,0,0,181,165,361,1000,36.1,Low
2026-08-10 11:00:00,STN_003,Airport Terminal,0,11,0,1,470,461,1104,1500,73.6,High
2026-08-10 11:00:00,STN_004,City Center,0,11,0,0,234,160,412,1100,37.5,Low
2026-08-10 11:00:00,STN_005,University Junction,0,11,0,0,89,107,217,900,24.1,Low
2026-08-10 11:00:00,STN_006,Financial District,0,11,0,0,151,121,292,1300,22.5,Low
2026-08-10 12:00:00,STN_001,Central Hub,0,12,0,0,152,145,378,1200,31.5,Low
2026-08-10 12:00:00,STN_002,Tech Park,0,12,0,0,172,109,340,1000,34.0,Low
2026-08-10 12:00:00,STN_003,Airport Terminal,0,12,0,1,442,355,1043,1500,69.5,Medium
2026-08-10 12:00:00,STN_004,City Center,0,12,0,0,279,240,506,1100,46.0,Medium
2026-08-10 12:00:00,STN_005,University Junction,0,12,0,0,141,91,253,900,28.1,Low
2026-08-10 12:00:00,STN_006,Financial District,0,12,0,0,149,114,317,1300,24.4,Low
2026-08-10 13:00:00,STN_001,Central Hub,0,13,0,0,133,127,300,1200,25.0,Low
2026-08-10 13:00:00,STN_002,Tech Park,0,13,0,0,149,165,359,1000,35.9,Low
2026-08-10 13:00:00,STN_003,Airport Terminal,0,13,0,1,650,465,1087,1500,72.5,High
2026-08-10 13:00:00,STN_004,City Center,0,13,0,0,246,188,545,1100,49.5,Medium
2026-08-10 13:00:00,STN_005,University Junction,0,13,0,0,99,100,233,900,25.9,Low
2026-08-10 13:00:00,STN_006,Financial District,0,13,0,0,145,141,311,1300,23.9,Low
2026-08-10 14:00:00,STN_001,Central Hub,0,14,0,0,297,235,562,1200,46.8,Medium
2026-08-10 14:00:00,STN_002,Tech Park,0,14,0,0,122,91,257,1000,25.7,Low
2026-08-10 14:00:00,STN_003,Airport Terminal,0,14,0,1,688,411,1167,1500,77.8,High
2026-08-10 14:00:00,STN_004,City Center,0,14,0,0,247,181,577,1100,52.5,Medium
2026-08-10 14:00:00,STN_005,University Junction,0,14,0,0,178,145,318,900,35.3,Low
2026-08-10 14:00:00,STN_006,Financial District,0,14,0,0,287,210,499,1300,38.4,Low
2026-08-10 15:00:00,STN_001,Central Hub,0,15,0,0,170,143,412,1200,34.3,Low
2026-08-10 15:00:00,STN_002,Tech Park,0,15,0,0,218,206,448,1000,44.8,Low
2026-08-10 15:00:00,STN_003,Airport Terminal,0,15,0,1,504,413,984,1500,65.6,Medium
2026-08-10 15:00:00,STN_004,City Center,0,15,0,0,270,158,483,1100,43.9,Low
2026-08-10 15:00:00,STN_005,University Junction,0,15,0,0,93,80,223,900,24.8,Low
2026-08-10 15:00:00,STN_006,Financial District,0,15,0,0,267,191,447,1300,34.4,Low
2026-08-10 16:00:00,STN_001,Central Hub,0,16,0,0,198,148,379,1200,31.6,Low
2026-08-10 16:00:00,STN_002,Tech Park,0,16,0,0,158,129,331,1000,33.1,Low
2026-08-10 16:00:00,STN_003,Airport Terminal,0,16,0,0,354,191,609,1500,40.6,Low
2026-08-10 16:00:00,STN_004,City Center,0,16,0,1,389,245,806,1100,73.3,High
2026-08-10 16:00:00,STN_005,University Junction,0,16,0,0,162,101,315,900,35.0,Low
2026-08-10 16:00:00,STN_006,Financial District,0,16,0,0,165,174,356,1300,27.4,Low
2026-08-10 17:00:00,STN_001,Central Hub,0,17,0,1,549,417,922,1200,76.8,High
2026-08-10 17:00:00,STN_002,Tech Park,0,17,0,0,241,148,421,1000,42.1,Low
2026-08-10 17:00:00,STN_003,Airport Terminal,0,17,0,0,278,228,693,1500,46.2,Medium
2026-08-10 17:00:00,STN_004,City Center,0,17,0,1,451,267,875,1100,79.5,High
2026-08-10 17:00:00,STN_005,University Junction,0,17,0,1,309,182,549,900,61.0,Medium
2026-08-10 17:00:00,STN_006,Financial District,0,17,0,1,485,408,943,1300,72.5,High
2026-08-10 18:00:00,STN_001,Central Hub,0,18,0,1,423,473,1017,1200,84.8,High
2026-08-10 18:00:00,STN_002,Tech Park,0,18,0,1,444,271,841,1000,84.1,High
2026-08-10 18:00:00,STN_003,Airport Terminal,0,18,0,0,382,312,823,1500,54.9,Medium
2026-08-10 18:00:00,STN_004,City Center,0,18,0,1,414,433,971,1100,88.3,Critical
2026-08-10 18:00:00,STN_005,University Junction,0,18,0,1,251,176,579,900,64.3,Medium
2026-08-10 18:00:00,STN_006,Financial District,0,18,0,1,510,342,883,1300,67.9,Medium
2026-08-10 19:00:00,STN_001,Central Hub,0,19,0,1,480,444,921,1200,76.8,High
2026-08-10 19:00:00,STN_002,Tech Park,0,19,0,0,158,138,288,1000,28.8,Low
2026-08-10 19:00:00,STN_003,Airport Terminal,0,19,0,0,357,350,742,1500,49.5,Medium
2026-08-10 19:00:00,STN_004,City Center,0,19,0,1,485,405,987,1100,89.7,Critical
2026-08-10 19:00:00,STN_005,University Junction,0,19,0,0,119,97,231,900,25.7,Low
2026-08-10 19:00:00,STN_006,Financial District,0,19,0,0,154,126,343,1300,26.4,Low
2026-08-10 20:00:00,STN_001,Central Hub,0,20,0,0,249,197,420,1200,35.0,Low
2026-08-10 20:00:00,STN_002,Tech Park,0,20,0,0,119,91,221,1000,22.1,Low
2026-08-10 20:00:00,STN_003,Airport Terminal,0,20,0,0,461,330,898,1500,59.9,Medium
2026-08-10 20:00:00,STN_004,City Center,0,20,0,1,379,320,909,1100,82.6,High
2026-08-10 20:00:00,STN_005,University Junction,0,20,0,0,188,137,320,900,35.6,Low
2026-08-10 20:00:00,STN_006,Financial District,0,20,0,0,248,135,439,1300,33.8,Low
2026-08-10 21:00:00,STN_001,Central Hub,0,21,0,0,183,188,416,1200,34.7,Low
2026-08-10 21:00:00,STN_002,Tech Park,0,21,0,0,125,80,220,1000,22.0,Low
2026-08-10 21:00:00,STN_003,Airport Terminal,0,21,0,0,442,388,804,1500,53.6,Medium
2026-08-10 21:00:00,STN_004,City Center,0,21,0,0,264,207,499,1100,45.4,Medium
2026-08-10 21:00:00,STN_005,University Junction,0,21,0,0,118,100,295,900,32.8,Low
2026-08-10 21:00:00,STN_006,Financial District,0,21,0,0,207,169,404,1300,31.1,Low
2026-08-10 22:00:00,STN_001,Central Hub,0,22,0,0,257,263,546,1200,45.5,Medium
2026-08-10 22:00:00,STN_002,Tech Park,0,22,0,0,224,130,379,1000,37.9,Low
2026-08-10 22:00:00,STN_003,Airport Terminal,0,22,0,0,474,288,887,1500,59.1,Medium
2026-08-10 22:00:00,STN_004,City Center,0,22,0,0,222,126,416,1100,37.8,Low
2026-08-10 22:00:00,STN_005,University Junction,0,22,0,0,148,129,315,900,35.0,Low
2026-08-10 22:00:00,STN_006,Financial District,0,22,0,0,269,232,512,1300,39.4,Low
2026-08-11 06:00:00,STN_001,Central Hub,1,6,0,0,262,169,474,1200,39.5,Low
2026-08-11 06:00:00,STN_002,Tech Park,1,6,0,0,204,164,354,1000,35.4,Low
2026-08-11 06:00:00,STN_003,Airport Terminal,1,6,0,0,300,260,663,1500,44.2,Low
2026-08-11 06:00:00,STN_004,City Center,1,6,0,0,222,159,455,1100,41.4,Low
2026-08-11 06:00:00,STN_005,University Junction,1,6,0,0,119,83,206,900,22.9,Low
2026-08-11 06:00:00,STN_006,Financial District,1,6,0,0,172,138,345,1300,26.5,Low
2026-08-11 07:00:00,STN_001,Central Hub,1,7,0,0,202,117,366,1200,30.5,Low
2026-08-11 07:00:00,STN_002,Tech Park,1,7,0,0,107,85,238,1000,23.8,Low
2026-08-11 07:00:00,STN_003,Airport Terminal,1,7,0,0,295,263,708,1500,47.2,Medium
2026-08-11 07:00:00,STN_004,City Center,1,7,0,0,201,133,411,1100,37.4,Low
2026-08-11 07:00:00,STN_005,University Junction,1,7,0,0,151,164,335,900,37.2,Low
2026-08-11 07:00:00,STN_006,Financial District,1,7,0,0,112,117,272,1300,20.9,Low
2026-08-11 08:00:00,STN_001,Central Hub,1,8,0,1,521,370,997,1200,83.1,High
2026-08-11 08:00:00,STN_002,Tech Park,1,8,0,0,157,162,371,1000,37.1,Low
2026-08-11 08:00:00,STN_003,Airport Terminal,1,8,0,0,308,377,758,1500,50.5,Medium
2026-08-11 08:00:00,STN_004,City Center,1,8,0,0,328,208,561,1100,51.0,Medium
2026-08-11 08:00:00,STN_005,University Junction,1,8,0,1,324,235,659,900,73.2,High
2026-08-11 08:00:00,STN_006,Financial District,1,8,0,1,336,366,767,1300,59.0,Medium
2026-08-11 09:00:00,STN_001,Central Hub,1,9,0,1,505,470,947,1200,78.9,High
2026-08-11 09:00:00,STN_002,Tech Park,1,9,0,1,442,408,872,1000,87.2,Critical
2026-08-11 09:00:00,STN_003,Airport Terminal,1,9,0,0,414,246,813,1500,54.2,Medium
2026-08-11 09:00:00,STN_004,City Center,1,9,0,0,283,197,493,1100,44.8,Low
2026-08-11 09:00:00,STN_005,University Junction,1,9,0,1,314,216,607,900,67.4,Medium
2026-08-11 09:00:00,STN_006,Financial District,1,9,0,1,407,225,749,1300,57.6,Medium
2026-08-11 10:00:00,STN_001,Central Hub,1,10,0,1,515,344,1002,1200,83.5,High
2026-08-11 10:00:00,STN_002,Tech Park,1,10,0,0,159,141,308,1000,30.8,Low
2026-08-11 10:00:00,STN_003,Airport Terminal,1,10,0,0,357,274,697,1500,46.5,Medium
2026-08-11 10:00:00,STN_004,City Center,1,10,0,0,175,141,349,1100,31.7,Low
2026-08-11 10:00:00,STN_005,University Junction,1,10,0,0,166,130,291,900,32.3,Low
2026-08-11 10:00:00,STN_006,Financial District,1,10,0,0,184,155,345,1300,26.5,Low
2026-08-11 11:00:00,STN_001,Central Hub,1,11,0,0,291,196,548,1200,45.7,Medium
2026-08-11 11:00:00,STN_002,Tech Park,1,11,0,0,147,100,308,1000,30.8,Low
2026-08-11 11:00:00,STN_003,Airport Terminal,1,11,0,1,420,301,977,1500,65.1,Medium
2026-08-11 11:00:00,STN_004,City Center,1,11,0,0,319,282,595,1100,54.1,Medium
2026-08-11 11:00:00,STN_005,University Junction,1,11,0,0,181,136,319,900,35.4,Low
2026-08-11 11:00:00,STN_006,Financial District,1,11,0,0,232,124,395,1300,30.4,Low
2026-08-11 12:00:00,STN_001,Central Hub,1,12,0,0,186,217,442,1200,36.8,Low
2026-08-11 12:00:00,STN_002,Tech Park,1,12,0,0,236,207,418,1000,41.8,Low
2026-08-11 12:00:00,STN_003,Airport Terminal,1,12,0,1,607,415,1068,1500,71.2,High
2026-08-11 12:00:00,STN_004,City Center,1,12,0,0,196,123,373,1100,33.9,Low
2026-08-11 12:00:00,STN_005,University Junction,1,12,0,0,130,132,280,900,31.1,Low
2026-08-11 12:00:00,STN_006,Financial District,1,12,0,0,169,135,337,1300,25.9,Low
2026-08-11 13:00:00,STN_001,Central Hub,1,13,0,0,231,143,409,1200,34.1,Low
2026-08-11 13:00:00,STN_002,Tech Park,1,13,0,0,100,63,202,1000,20.2,Low
2026-08-11 13:00:00,STN_003,Airport Terminal,1,13,0,1,453,338,1005,1500,67.0,Medium
2026-08-11 13:00:00,STN_004,City Center,1,13,0,0,312,231,548,1100,49.8,Medium
2026-08-11 13:00:00,STN_005,University Junction,1,13,0,0,126,106,245,900,27.2,Low
2026-08-11 13:00:00,STN_006,Financial District,1,13,0,0,216,180,428,1300,32.9,Low
2026-08-11 14:00:00,STN_001,Central Hub,1,14,0,0,239,186,566,1200,47.2,Medium
2026-08-11 14:00:00,STN_002,Tech Park,1,14,0,0,115,101,279,1000,27.9,Low
2026-08-11 14:00:00,STN_003,Airport Terminal,1,14,0,1,428,403,981,1500,65.4,Medium
2026-08-11 14:00:00,STN_004,City Center,1,14,0,0,244,144,418,1100,38.0,Low
2026-08-11 14:00:00,STN_005,University Junction,1,14,0,0,121,99,229,900,25.4,Low
2026-08-11 14:00:00,STN_006,Financial District,1,14,0,0,157,107,271,1300,20.8,Low
2026-08-11 15:00:00,STN_001,Central Hub,1,15,0,0,258,212,492,1200,41.0,Low
2026-08-11 15:00:00,STN_002,Tech Park,1,15,0,0,206,175,355,1000,35.5,Low
2026-08-11 15:00:00,STN_003,Airport Terminal,1,15,0,1,562,328,1062,1500,70.8,High
2026-08-11 15:00:00,STN_004,City Center,1,15,0,0,194,175,481,1100,43.7,Low
2026-08-11 15:00:00,STN_005,University Junction,1,15,0,0,94,60,197,900,21.9,Low
2026-08-11 15:00:00,STN_006,Financial District,1,15,0,0,138,86,284,1300,21.8,Low
2026-08-11 16:00:00,STN_001,Central Hub,1,16,0,0,243,210,430,1200,35.8,Low
2026-08-11 16:00:00,STN_002,Tech Park,1,16,0,0,235,184,408,1000,40.8,Low
2026-08-11 16:00:00,STN_003,Airport Terminal,1,16,0,0,294,270,725,1500,48.3,Medium
2026-08-11 16:00:00,STN_004,City Center,1,16,0,1,537,349,971,1100,88.3,Critical
2026-08-11 16:00:00,STN_005,University Junction,1,16,0,0,135,165,333,900,37.0,Low
2026-08-11 16:00:00,STN_006,Financial District,1,16,0,0,119,123,264,1300,20.3,Low
2026-08-11 17:00:00,STN_001,Central Hub,1,17,0,1,492,456,1018,1200,84.8,High
2026-08-11 17:00:00,STN_002,Tech Park,1,17,0,0,147,146,356,1000,35.6,Low
2026-08-11 17:00:00,STN_003,Airport Terminal,1,17,0,0,442,372,778,1500,51.9,Medium
2026-08-11 17:00:00,STN_004,City Center,1,17,0,1,357,268,879,1100,79.9,High
2026-08-11 17:00:00,STN_005,University Junction,1,17,0,1,367,281,622,900,69.1,Medium
2026-08-11 17:00:00,STN_006,Financial District,1,17,0,1,406,330,824,1300,63.4,Medium
2026-08-11 18:00:00,STN_001,Central Hub,1,18,0,1,448,450,980,1200,81.7,High
2026-08-11 18:00:00,STN_002,Tech Park,1,18,0,1,404,397,868,1000,86.8,Critical
2026-08-11 18:00:00,STN_003,Airport Terminal,1,18,0,0,387,306,819,1500,54.6,Medium
2026-08-11 18:00:00,STN_004,City Center,1,18,0,1,401,455,918,1100,83.5,High
2026-08-11 18:00:00,STN_005,University Junction,1,18,0,1,353,242,673,900,74.8,High
2026-08-11 18:00:00,STN_006,Financial District,1,18,0,1,333,264,819,1300,63.0,Medium
2026-08-11 19:00:00,STN_001,Central Hub,1,19,0,1,556,323,966,1200,80.5,High
2026-08-11 19:00:00,STN_002,Tech Park,1,19,0,0,201,109,361,1000,36.1,Low
2026-08-11 19:00:00,STN_003,Airport Terminal,1,19,0,0,299,214,695,1500,46.3,Medium
2026-08-11 19:00:00,STN_004,City Center,1,19,0,1,406,255,833,1100,75.7,High
2026-08-11 19:00:00,STN_005,University Junction,1,19,0,0,147,106,286,900,31.8,Low
2026-08-11 19:00:00,STN_006,Financial District,1,19,0,0,188,145,370,1300,28.5,Low
2026-08-11 20:00:00,STN_001,Central Hub,1,20,0,0,225,188,453,1200,37.8,Low
2026-08-11 20:00:00,STN_002,Tech Park,1,20,0,0,227,161,382,1000,38.2,Low
